timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/13 03:19:43.640, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:44.641, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:19:45.642, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:46.643, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 34.13 W
2026/04/13 03:19:47.644, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 32.49 W
2026/04/13 03:19:48.645, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.19 W
2026/04/13 03:19:49.647, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:19:50.648, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.14 W
2026/04/13 03:19:51.649, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:19:52.651, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:53.652, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:54.653, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:19:55.654, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:19:56.656, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.14 W
2026/04/13 03:19:57.658, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:19:58.659, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:19:59.660, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:20:00.662, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.09 W
2026/04/13 03:20:01.663, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:02.664, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:20:03.665, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.05 W
2026/04/13 03:20:04.666, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:05.667, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:06.668, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:20:07.670, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:20:08.672, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:09.673, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:20:10.674, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:20:11.675, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:20:12.677, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:20:13.678, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:14.679, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:15.680, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:20:16.682, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.09 W
2026/04/13 03:20:17.684, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:20:18.685, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:19.686, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.09 W
2026/04/13 03:20:20.688, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:20:21.689, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
2026/04/13 03:20:22.691, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:23.692, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:24.694, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:20:25.695, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:20:26.696, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:27.698, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:28.699, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:29.700, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.06 W
2026/04/13 03:20:30.701, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.16 W
2026/04/13 03:20:31.703, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:20:32.704, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.11 W
