timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/04/13 03:29:42.288, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:42.488, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:42.688, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:42.888, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:43.089, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:43.289, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:43.489, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:43.689, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:43.889, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:44.090, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:44.290, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:44.490, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:44.690, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:44.890, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:45.091, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:45.291, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:45.492, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:45.692, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.10 W
2026/04/13 03:29:45.892, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:29:46.092, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:29:46.293, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:29:46.493, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:29:46.693, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.20 W
2026/04/13 03:29:46.893, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:47.093, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:47.294, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:47.494, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:47.694, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:47.894, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:48.095, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:48.295, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:48.495, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
2026/04/13 03:29:48.695, NVIDIA L4, 0 %, 0 %, 20972 MiB, 23034 MiB, 28.15 W
